,subset,image
3980,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.272190966764020277652079081128.mhd
3981,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275.mhd
3982,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.970428941353693253759289796610.mhd
3983,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.404768898286087278137462774930.mhd
3984,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639.mhd
3985,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930.mhd
3986,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582.mhd
3987,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.254254303842550572473665729969.mhd
3988,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084.mhd
3989,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969.mhd
3990,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660.mhd
3991,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689.mhd
3992,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.481278873893653517789960724156.mhd
3993,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.293593766328917170359373773080.mhd
3994,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391.mhd
3995,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412.mhd
3996,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.237428977311365557972720635401.mhd
3997,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629.mhd
3998,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210.mhd
3999,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.975426625618184773401026809852.mhd
4000,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.487745546557477250336016826588.mhd
4001,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.275007193025729362844652516689.mhd
4002,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.300246184547502297539521283806.mhd
4003,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574.mhd
4004,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029.mhd
4005,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591.mhd
4006,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320.mhd
4007,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323541312620128092852212458228.mhd
4008,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766.mhd
4009,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859.mhd
4010,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753.mhd
4011,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.292057261351416339496913597985.mhd
4012,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.313283554967554803238484128406.mhd
4013,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.822128649427327893802314908658.mhd
4014,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766.mhd
4015,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.584871944187559733312703328980.mhd
4016,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.312704771348460502013249647868.mhd
4017,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615.mhd
4018,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.268992195564407418480563388746.mhd
4019,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.307835307280028057486413359377.mhd
4020,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384.mhd
4021,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.779493719385047675154892222907.mhd
4022,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950.mhd
4023,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.204802250386343794613980417281.mhd
4024,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.265775376735520890308424143898.mhd
4025,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338.mhd
4026,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.287560874054243719452635194040.mhd
4027,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975.mhd
4028,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.339546614783708685476232944897.mhd
4029,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032.mhd
4030,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227.mhd
4031,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.826829446346820089862659555750.mhd
4032,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468.mhd
4033,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.218476624578721885561483687176.mhd
4034,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.897684031374557757145405000951.mhd
4035,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.178680586845223339579041794709.mhd
4036,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972.mhd
4037,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600.mhd
4038,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.631047517458234322522264161877.mhd
4039,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.252358625003143649770119512644.mhd
4040,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.259123825760999546551970425757.mhd
4041,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.780558315515979171413904604168.mhd
4042,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680.mhd
4043,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.248357157975955379661896491341.mhd
4044,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477.mhd
4045,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306.mhd
4046,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083.mhd
4047,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837.mhd
4048,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.211051626197585058967163339846.mhd
4049,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.214800939017429618305208626314.mhd
4050,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.189483585244687808087477024767.mhd
4051,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.230416590143922549745658357505.mhd
4052,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268.mhd
4053,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.270215889102603268207599305185.mhd
4054,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.799582546798528864710752164515.mhd
4055,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.670107649586205629860363487713.mhd
4056,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058.mhd
4057,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782.mhd
4058,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.202643836890896697853521610450.mhd
4059,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.419601611032172899567156073142.mhd
4060,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805.mhd
4061,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.390513733720659266816639651938.mhd
4062,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989.mhd
4063,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.216252660192313507027754194207.mhd
4064,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.797637294244261543517154417124.mhd
4065,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.300146276266881736689307479986.mhd
4066,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244590453955380448651329424024.mhd
4067,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545.mhd
4068,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.463214953282361219537913355115.mhd
4069,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.438308540025607517017949816111.mhd
4070,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.265960756233787099041040311282.mhd
4071,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507.mhd
4072,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.401389720232123950202941034290.mhd
4073,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.276710697414087561012670296643.mhd
4074,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586.mhd
4075,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637.mhd
4076,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800.mhd
4077,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223.mhd
4078,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.200841000324240313648595016964.mhd
4079,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.338875090785618956575597613546.mhd
4080,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395.mhd
4081,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.339882192295517122002429068974.mhd
4082,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169.mhd
4083,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.258220324170977900491673635112.mhd
4084,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.413896555982844732694353377538.mhd
4085,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.725023183844147505748475581290.mhd
4086,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.291539125579672469833850180824.mhd
4087,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.693480911433291675609148051914.mhd
4088,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.866845763956586959109892274084.mhd
4089,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720.mhd
4090,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957.mhd
4091,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883.mhd
4092,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096.mhd
4093,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021.mhd
4094,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531.mhd
4095,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022.mhd
4096,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051.mhd
4097,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031.mhd
4098,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323408652979949774528873200770.mhd
4099,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685.mhd
4100,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.219428004988664846407984058588.mhd
4101,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.238855414831158993232534884296.mhd
4102,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.301582691063019848479942618641.mhd
4103,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623.mhd
4104,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124.mhd
4105,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734.mhd
4106,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.205523326998654833765855998037.mhd
4107,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.275986221854423197884953496664.mhd
4108,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026.mhd
4109,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.255999614855292116767517149228.mhd
4110,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609.mhd
4111,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.750792629100457382099842515038.mhd
4112,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.244442540088515471945035689377.mhd
4113,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold0.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419.mhd
